"shop_id","url","company","company_cn","company_address","country","province_o","city_o","address","zip","contact_people","sales_money","sales","company_type","keep_time","province","city","county","category_id","category_name","category_id_new","category_name_new"
gtosmart.en,https://gtosmart.en.alibaba.com/contactinfo.html,Shenzhen Dingdang Smart Technology Co.， Ltd.,"",A-418， Lingchuang Wenlv， No. 19， Huangjin North Road， Nanwan Street， Buji， Shenzhen， Guangdong， Chin,China,"",Shenzhen,"","",Mr. DingDang Smart,"10000","22",Manufacturer， Trading Company,"4","","","",,,,电子产品
cnlinkotech.en,https://cnlinkotech.en.alibaba.com/contactinfo.html,Zhuhai Etro Technology Co.， Ltd.,珠海亿川科技有限公司,"1010-7-C， Xinzhu Road， Zhuhai， Guangdong， China",China,"",ZhuHai,"","",Mr. Luke Lee,"50000","19",Manufacturer， Trading Company,"3",广东省,珠海市,香洲区,,,,电脑办公
taikuen.en,https://taikuen.en.alibaba.com/contactinfo.html,TAI KUEN ORNAMENT COMPANY LIMITED,"",Room 915， 9/f.， Hong Kong Plaza， 188 Connaught Road West， Hong Kong S.A.R.,Hong Kong S.A.R.,"",Hong Kong,"","",Mr. Desmond Wong,"","",Manufacturer， Trading Company,"11","","","",,,,
wiseliving.en,https://wiseliving.en.alibaba.com/contactinfo.html,Wise Living Concept Limited,"",Flat/rm 03， 11/f， King's Commercial Bldg， 2-4 Chatham Court， Tst， Kowloon， Hong Kong， Hong Kong S.A.,Hong Kong S.A.R.,"",Shatin,"","0000",Ms. Tracy Hung,"","",Manufacturer， Buying Office， Distributor\/Wholesaler,"3","","","",,,,电脑办公
qiandaohk3.en,https://qiandaohk3.en.alibaba.com/contactinfo.html,QIANDAO INDUSTRIAL (HONGKONG) CO.， LIMITED,"",Rm D7/f Address Houston Indl Bldg 32-40 Wang Lung St Tsuen Wan Nt， Hong Kong S.A.R.,Hong Kong S.A.R.,"",Wang Lung St Tsuen Wan Nt,"","",Mr. John Yuan,"200","4",Manufacturer， Trading Company,"1","","","",,,,服饰鞋包
luxdesign.en,https://luxdesign.en.alibaba.com/contactinfo.html,LUX DESIGN & CONSTRUCTION LIMITED,"",Unit 3-4， 12/f， Block A， Hi-Tach Industrial Centre， 5-21 Pak Tin Par Street， Tsuen Wan， Hong Kong S.,Hong Kong S.A.R.,"",Hong Kong,"","510440",Ms. Tracy Chung,"20000","11",Manufacturer， Trading Company,"9",广东省,广州市,白云区,9,汽车配件,9,工业耗材
avetechnology.en,https://avetechnology.en.alibaba.com/contactinfo.html,ADVANCED VEHICLE ELECTRONIC TECHNOLOGY CO.， LTD.,"",B-2， 23f-2， No. 29， Haibian Road， Lingya District， Taiwan， China,Taiwan， China,"",Kaohsiung,"","802",Ms. Wendy Chu,"","",Manufacturer,"16","","","",,,,汽车配件
mansion-enterprises.en,https://mansion-enterprises.en.alibaba.com/contactinfo.html,MANSION ENTERPRISES CO.， LTD.,"",No. 5， Lane 97， Taiyuan Rd.， Taiwan， China,Taiwan， China,"",Taipei,"","",Ms. Emily Lee,"","",Trading Company， Buying Office,"4","","","",,,,工业耗材
lifa-air.en,https://lifa-air.en.alibaba.com/contactinfo.html,LIFA AIR LIMITED,"",Unit D， 9/f， Kwai Shing Ind. Bldg.， Phase 1， 36-40 Tai Lin Pai Road， Kwai Chung， N.t.， Hong Kong， Ho,Hong Kong S.A.R.,"",Hong Kong,"","",Mr. Benjamin Shum,"","",Manufacturer， Trading Company， Distributor\/Wholesaler,"9","","","",,,,家居家装
honeyginger.trustpass,https://honeyginger.trustpass.alibaba.com/contactinfo.html,REVIVA MANUFACTURER PTE. LTD.,"","71， Toh Guan Road East #06-07， TCH Techcentre， Singapore",Singapore,"",S'pore,"","608598",Mr. Steven Teo,"","",Manufacturer,"10","","","",,,,杂货和美食
cswater.en,https://cswater.en.alibaba.com/contactinfo.html,CHANSON WATER CO.， LTD.,"","2/f， No. 88-11， Sec. 1， Guangfu Rd.， Sanchong Dist.， Taiwan， China",Taiwan， China,"",Sanchong City ,"","241",Mr. Jerry Chan,"","",Manufacturer,"9","","","",,,,
inbetgames.trustpass,https://inbetgames.trustpass.alibaba.com/contactinfo.html,OIL RESOURCES LTD,"","333， Chuvash Republic， Russian Federation",Russian Federation,"",EKATERINBURG,"","","","","",Manufacturer， Other,"6","","","",,,,汽车配件
fchuaying.en,https://fchuaying.en.alibaba.com/contactinfo.html,Fucheng Huaying Integrated Housing Co.， Ltd.,阜城华营集成房屋有限公司,Economic Development Zone， Hengshui， Hebei， China,China,"",hengshui fucheng,"","",Mr. deyang ge,"10000","2",Manufacturer， Trading Company,"1",河北省,衡水市,阜城县,,,,家居家装
xue2118778.en,https://xue2118778.en.alibaba.com/contactinfo.html,Yueqing Tianen Electric Factory,乐清市添恩电气厂,No. 10， Hongxing 5th Road， Changdaotan Village， Liushi Town， Wenzhou， Zhejiang， China,China,"",wenzhou,"","",Mr. Alan Xue,"110000","249",Manufacturer， Trading Company,"4",浙江省,温州市,乐清市,17,机械设备,17,工业耗材
medyanet.trustpass,https://medyanet.trustpass.alibaba.com/contactinfo.html,Medyanet Grup Reklamcilik Matbaacilik Mimarlik Sanayi Ve Ticaret Limited Sirketi,"",Yenibosna Merkez mh. Yildirim Beyazit cd. No : 262 /A Bahcelievler， Istanbul， Turkey,Turkey,"",Istanbul,"","",Mr. Nur Kocak,"","",Manufacturer， Trading Company， Distributor\/Wholesaler,"3","","","",,,,工业耗材
tinavn.trustpass,https://tinavn.trustpass.alibaba.com/contactinfo.html,TIN A COMPANY LIMITED,"","2A Luong Huu Khanh， Ho Chi Minh City， Vietnam",Vietnam,"",Ho Chi Minh City,"","70000",Ms. Tin A Ltd,"","",Trading Company， Agent， Distributor\/Wholesaler,"2","","","",,,,杂货和美食
shhanyi.en,https://shhanyi.en.alibaba.com/contactinfo.html,Shanghai Hanyi Plastic Machinery Co.， Ltd.,上海汉意塑料机械有限公司,Rm. 106， No. 650， Jiufu Road， Jiuting Town， Songjiang Dist.， Shanghai， China,China,"",shanghai,"","201615",Ms. grace gao,"120000","14",Trading Company,"9",上海市,上海市,松江区,5,家居家装,5,玩具娱乐
boomeranghkco.en,https://boomeranghkco.en.alibaba.com/contactinfo.html,BOOMERANG (HK) COMPANY,"","15/f， Sing Kui Com. Bld.， 27 Des Voeux Road West， Hong Kong S.A.R.",Hong Kong S.A.R.,"",Hong Kong,"","852",Mr. Joseph Tse,"","",Trading Company， Buying Office， Agent,"6","","","",,,,服饰鞋包
maliwoo.en,https://maliwoo.en.alibaba.com/contactinfo.html,Maliwoo Garden Co.， Ltd.,"",No. 266， Section 2， Long'an Street， Luzhu District， Taoyuan City， Taiwan， China,Taiwan， China,"",Hualien County,"","",Mr. MALI WOO,"100","4",Manufacturer， Trading Company,"2","","","",,,,杂货和美食
phuongnambags.trustpass,https://phuongnambags.trustpass.alibaba.com/contactinfo.html,PHUONGNAM IMPORT AND EXPORT CO.， LTD,"",No 184 group 6， Phai Ve Street， Dong Kinh  Ward， Lang Son City， Lang Son Province， Lang Son， Vietnam,Vietnam,"",Ha Noi,"","100000",Ms. Sales Manager,"","",Manufacturer， Distributor\/Wholesaler， Other,"3",北京市,北京市,"",,,,服饰鞋包
cqhanyong.en,https://cqhanyong.en.alibaba.com/contactinfo.html,Chongqing Hanyong Trading Co.， Ltd.,重庆市悍勇商贸有限公司,No. 25， Meilin Road， Jinkai Electric Business Industrial Park， Chongqing， China,China,"",Chongqing,"","",Mr. YONG HAN,"700","7",Trading Company,"2",重庆市,重庆市,万州区,,,,玩具娱乐
v-sintl.en,https://v-sintl.en.alibaba.com/contactinfo.html,Yiwu Shincoo Art & Craft Co.， Ltd.,义乌市尚蔻工艺品有限公司,"3rd Floor， Building C， 103 Qiushi Road， Beiyuan Street， Jinhua， Zhejiang， China",China,"",YIWU,"","322000",Ms. Rainbow Yang,"10000","53",Manufacturer， Trading Company,"10",浙江省,金华市,义乌市,5,家居家装,5,玩具娱乐
jialicosmetics.en,https://jialicosmetics.en.alibaba.com/contactinfo.html,Ningbo Jiali Cosmetics Co.， Ltd.,宁波佳砺化妆品有限公司,Room 807， 8 / F， Shanghai Tower， 17 Zhaohui Road， Ningbo， Zhejiang， China,China,"",Ningbo,"","315000",Ms. Ashley Li,"","",Trading Company,"2",浙江省,宁波市,象山县,,,,美容护理
hvpal.en,https://hvpal.en.alibaba.com/contactinfo.html,Shanghai Hvpal Hardware Products Co.， Ltd.,上海徽派五金制品有限公司,Building 2， 521 Kangyi Road， Kangqiao Industrial Zone， Kangqiao Town， Shanghai， China,China,"",Shanghai,"","",Mr. Xin Ge,"20000","53",Trading Company,"8",上海市,上海市,金山区,4,服饰鞋包,4,家居家装
ceramicarte.trustpass,https://ceramicarte.trustpass.alibaba.com/contactinfo.html,Ceramic'Arte di Alemanno G. & C. s.n.c,"",Via Caduti sul lavoro 1， Veglie， Italy,Italy,"",Veglie,"","73010",Mr. Giuseppe Alemanno,"","",Manufacturer,"3","","","",,,,玩具娱乐
noyafatech.en,https://noyafatech.en.alibaba.com/contactinfo.html,Shenzhen Noyafa Electronic Co.， Ltd.,深圳市诺方舟电子有限公司,"384， Building 2， Wanjing Business Center， No. 2506， Xinyu Road， Xinqiao Community， Xinqiao Street， S",China,"",Shenzhen ,"","518125",Mr. NoyafaRTS noyafa,"2000","17",Manufacturer,"4",广东省,深圳市,宝安区,,,,家居家装
jingchye.en,https://jingchye.en.alibaba.com/contactinfo.html,JING CHYE ENTERPRISE CO.， LTD.,"",No. 3， Gongye W. 5th Rd.， Lukang Township， Taiwan， China,Taiwan， China,"",Changhua,"","",Ms. Lily Lin,"","",Manufacturer， Trading Company， Distributor\/Wholesaler,"4","","","",,,,工业耗材
yyflabel.en,https://yyflabel.en.alibaba.com/contactinfo.html,Foshan Yunyoufeng Technology Co.， Ltd.,佛山市云邮丰科技有限公司,Floor 2， Yijing Adhesive Sticker， Chishan Ind. Zone Intersection， Liguan Rd.， Lishui Town， Foshan， G,China,"",Foshan,"","528244",Ms. Lvy Zhang,"50000","388",Manufacturer， Trading Company,"3",广东省,佛山市,南海区,,,,工业耗材
chctw.en,https://chctw.en.alibaba.com/contactinfo.html,CHUEN HUAH CHEMICAL CO.， LTD.,"",No. 365， Daren N. Rd.， Gangshan Dist.， Taiwan， China,Taiwan， China,"",Kaohsiung,"","82054",Mr. Po Hua Chen,"","",Manufacturer,"15","","","",,,,家居家装
marufung.en,https://marufung.en.alibaba.com/contactinfo.html,MARUFUNG INTERNATIONAL CORPORATION,"","1f， No.39 Hwang Hsi Street， Shinlin Dist.， Taipei， Taiwan， Taiwan， China",Taiwan， China,"",Taipei,"","11157",Mr. Vincent Chen,"800","2",Manufacturer， Trading Company,"2","","","",,,,手工制作
diwei-co.en,https://diwei-co.en.alibaba.com/contactinfo.html,DIWEI INDUSTRIAL CO.， LTD.,"",No. 1-4， Wunan Rd.， Wu Chi， Taichung.， Taiwan， China,Taiwan， China,"",Taichung,"","",Mr. Chin-chu Li,"40000","5",Manufacturer,"16","","","",,,,电脑办公
maltose.en,https://maltose.en.alibaba.com/contactinfo.html,Wuhu Haoyikuai Food Co.， Ltd.,芜湖市好亦快食品有限公司,(in Wuhu Lequan Food Co.， Ltd.)， No. 1 Plant Expansion Project， Green Food Economic Development Zone,China,"",Wuhu,"","241000",Mr. Billy Kung,"","",Manufacturer， Trading Company,"12",安徽省,芜湖市,弋江区,,,,杂货和美食
amazonfoods.trustpass,https://amazonfoods.trustpass.alibaba.com/contactinfo.html,GOLDEN AMAZON FOODSTUFF TRADING L.L.C,"",Al Ras， Dubai， United Arab Emirates,United Arab Emirates,"",Dubai,"","",Ms. Joana Ganir,"","",Trading Company， Distributor\/Wholesaler,"10","","","",,,,杂货和美食
gc-taiwan.en,https://gc-taiwan.en.alibaba.com/contactinfo.html,HOU SHENG GLOBAL CO.， LTD.,"",No. 478， Sec. 3， Zhangnan Rd.， Fenyuan Township， Taiwan， China,Taiwan， China,"",Zhanghua,"","502-42",Ms. Lydia Lai,"2000","2",Manufacturer， Trading Company,"9","","","",,,,服饰鞋包
hrthk.en,https://hrthk.en.alibaba.com/contactinfo.html,HRT (Hong Kong) Trading Co.， Limited,"",Rm 2516 Ho King Comm Ctr No 2-16 Fa Yuen St Mongkok， Kln， Hk， Hong Kong S.A.R.,Hong Kong S.A.R.,"",ShenZhen,"","518000",Ms. Amy Chen,"90000","141",Manufacturer， Trading Company,"2",广东省,深圳市,"",4,服饰鞋包,4,健康护理
maxim1912.en,https://maxim1912.en.alibaba.com/contactinfo.html,Maxim Import And Export Co.， Ltd.,常州美信进出口有限公司,"4th Floor， No. 38， South Ring 2nd Road， Changzhou， Jiangsu， China",China,"",CHANGZHOU,"","213200",Ms. WEI HAN,"","",Trading Company,"5",江苏省,常州市,金坛区,,,,工艺美术
yw-plastic.en,https://yw-plastic.en.alibaba.com/contactinfo.html,Hebei Yawang Rubber & Plastic Technology Co.， Ltd.,"",West Side Of West Bohai Road， Luotun Village， Economic Development Zone， Xingtai， Hebei， China,China,"",xingtai ,"","054800",Ms. Ann dong,"10000","17",Manufacturer， Trading Company,"4",河北省,邢台市,清河县,9,汽车配件,9,工业耗材
white-board.en,https://white-board.en.alibaba.com/contactinfo.html,SUN YU HUNG ENTERPRISE CO.， LTD.,"",No. 32， Ln. 557， Dingtai Rd.，  Wufeng Dist.， Taichung City， Taiwan， Taiwan， China,Taiwan， China,"",Taichung City,"","413",Ms. Phoebe Huang,"1000","4",Manufacturer， Trading Company,"13","","","",,,,电脑办公
youngtown.en,https://youngtown.en.alibaba.com/contactinfo.html,YOUNG TOWN ENTERPRISES CO.， LTD.,"","2/f， No. 128-1， Guilin Rd.， Taiwan， China",Taiwan， China,"",Taipei,"","",Mr. Sales YT,"7000","22",Manufacturer,"5","","","",,,,手工制作
greenrepublic.en,https://greenrepublic.en.alibaba.com/contactinfo.html,GREEN REPUBLIC INTERNATIONAL INC.,"",No. 3， Ln. 423， Bo-Ai Rd.， Caotun Township， Taiwan， China,Taiwan， China,"",Taichung,"","542",Ms. Maggie Yu,"20000","1",Manufacturer,"14","","","",,,,服饰鞋包
gdminrun.en,https://gdminrun.en.alibaba.com/contactinfo.html,Minrun Electronic Technology (guangzhou) Co.， Ltd.,"",Yuanying Industrial Park， No. 1， Shitangzhuang Road， Xinya Street， Guangzhou， Guangzdong， China,China,"",Guangzhou City,"","",Mr. Minrun lin,"1000","3",Manufacturer， Trading Company,"1","","","",,,,电子产品
gpsandsensor.en,https://gpsandsensor.en.alibaba.com/contactinfo.html,Xi'an ESM Tech Co.， Ltd.,西安闵波电子科技有限责任公司,Room 2705， Building 3， Zone A， Longyuan International City， Yuanshuo Road， Xi'an， Shaanxi， China,China,"",Xi'an,"","710100",Ms. Shawn Lin,"50000","74",Trading Company,"10",陕西省,西安市,长安区,3,电子产品,3,工业耗材
"1518915403ddgd.en",https://1518915403ddgd.en.alibaba.com/contactinfo.html,Guangzhou Duke Trading Co.， Ltd.,广州杜科商贸有限公司,Shop 114， Building 3， No. 1192， Zhongshan Avenue Central， Guangzhou， Guangdong， China,China,"",Guangzhou ,"","",Ms. MONIKA zhou,"10000","24",Manufacturer， Trading Company， Distributor\/Wholesaler,"2",广东省,广州市,天河区,10,食品冲饮,1,工业耗材
goldenfree.en,https://goldenfree.en.alibaba.com/contactinfo.html,GOLDEN FREE INDUSTRIAL CO.， LTD.,"","7/f， No. 123-2， Xingde Rd.， Sanchong Dist.， Taiwan， China",Taiwan， China,"",San Chung City,"","24158",Ms. Claire Yu,"","",Manufacturer， Trading Company， Buying Office,"15","","","",,,,手工制作
yuphengbelt.en,https://yuphengbelt.en.alibaba.com/contactinfo.html,Qingdao Zhongye Yufeng Tape Co.， Ltd.,青岛中业誉丰胶带有限公司,"425 Changjiang Road， Qingdao， Shandong， China",China,"",Qingdao,"","266555",Ms. JC Guo,"80000","7",Trading Company,"7",山东省,青岛市,黄岛区,4,服饰鞋包,20,工业耗材
gzzw.en,https://gzzw.en.alibaba.com/contactinfo.html,Guangzhou Zhiwen Technology Co.， Ltd.,广州智文科技有限公司,Room 317， Building 5， No. 8， Qiyun Road， Guangzhou， Guangdong， China,China,"",Guangzhou,"","",Ms. Zou Daisy,"260000","145",Trading Company,"6",广东省,广州市,黄埔区,7,健康家居,7,美容护理
doctorwood.en,https://doctorwood.en.alibaba.com/contactinfo.html,HUA CHING MANUFACTURING CO.， LTD.,"",No. 303， Sec. 4， Taiwan Blvd.， Xitun Dist.， Taichung City 40755， Taiwan (r.o.c.)， Taiwan， China,Taiwan， China,"",Taichung City,"","",Mr. Alex Lee,"","",Manufacturer， Trading Company,"2","","","",,,,家居家装
dongjyue.en,https://dongjyue.en.alibaba.com/contactinfo.html,DONG JYUE ENTERPRISE CO.， LTD.,"",No. 107， Dongshun St.， Shulin Dist.， New Taipei City， Taiwan， China,Taiwan， China,"",New Taipei City,"","",Ms. Tina Hsu,"","",Manufacturer， Trading Company,"4","","","",,,,杂货和美食
jscgw.en,https://jscgw.en.alibaba.com/contactinfo.html,Jiangsu Haoli Auto Parts Manufacturing Co.， Ltd.,江苏郝力汽车配件制造有限公司,No. 1， Wangcai Road， Shuangdian Town， Nantong， Jiangsu， China,China,"",Nantong City,"","",Mr. Jason Huang,"100000","58",Manufacturer， Trading Company,"3",江苏省,南通市,如东县,9,汽车配件,9,汽车配件
cjtoothbrush.en,https://cjtoothbrush.en.alibaba.com/contactinfo.html,Yangzhou Super J Toothbrush Co.， Ltd.,扬州超极牙刷有限公司,No. 12， Zhaizhuang Road， Hangji Town， New Ecological Science And Technology City， Yangzhou， Jiangsu，,China,"",Yangzhou,"","225111",Mr. super J,"100000","55",Manufacturer， Trading Company,"7",江苏省,扬州市,广陵区,,,,健康护理
kailibag.en,https://kailibag.en.alibaba.com/contactinfo.html,Ningbo Kaili Outdoor Products Manufacture Co.， Ltd.,"",No. 9， Changyang Road， Jiangbei Dist.， Ningbo， Zhejiang， China,China,"",ningbo,"","315033",Mr. jiacheng Yuan,"6000","2",Manufacturer， Trading Company,"5",浙江省,宁波市,江北区,16,运动户外,16,服饰鞋包
matrixgroup.en,https://matrixgroup.en.alibaba.com/contactinfo.html,MATRIX PROMOTION LIMITED,"","10/f， The Rays， 71 Hung To Road， Kwun Tong， Kowloon， Hong Kong S.A.R.",Hong Kong S.A.R.,"",Hong Kong,"","852",Mr. Ray Leung,"","",Trading Company， Distributor\/Wholesaler,"8","","","",,,,电脑办公
sg1318839646zxbo.trustpass,https://sg1318839646zxbo.trustpass.alibaba.com/contactinfo.html,Z T P GINSENG BIRDNEST PTE LTD,"","28 Tuas Avenue 12， Singapore",Singapore,"",Singapore,"","639043",Mr. Teddy Tan,"","",Manufacturer， Other,"6","","","",,,,宠物用品
fandicasa.en,https://fandicasa.en.alibaba.com/contactinfo.html,Foshan Fandi Furniture Co.， Ltd.,"",******， Foshan， Guangdong， China,China,"",foshan,"","528315",Ms. Gillien Liu,"10000","9",Manufacturer， Trading Company,"7",广东省,佛山市,顺德区,,,,家居家装
bloomery.en,https://bloomery.en.alibaba.com/contactinfo.html,Bloomery International Co.， LTD.,"","27f.-7， No. 97， Sec. 1， Xintai 5th Rd.， Xizhi Dist.， New Taipei City 22175， Taiwan (r.o.c.)， Taiwan，",Taiwan， China,"",New Taipei City,"","",Mr. Bloomery International,"50000","70",Manufacturer， Trading Company,"2","","","",,,,宠物用品
doris-safety.en,https://doris-safety.en.alibaba.com/contactinfo.html,DORIS INDUSTRIAL CO.， LTD.,"","3f.， No. 92， Ningbo W. St.， Zhongzheng Dist.， Taipei City 100055 ， Taiwan (r.o.c.)， Taiwan， China",Taiwan， China,"",Taipei city,"","10076",Mr. Benson Shen,"20000","4",Manufacturer,"3","","","",,,,工业耗材
bho.en,https://bho.en.alibaba.com/contactinfo.html,BHO TECH SUPPLY CO.， LTD.,"","4 / F-2， No. 192， Sec. 2， Zhongxing Rd.， Xindian Dist.， Taiwan， China",Taiwan， China,"",NEW TAIPEI CITY,"","23146",Ms. Joanna Chiu,"","",Manufacturer， Trading Company， Distributor\/Wholesaler,"16","","","",,,,工业耗材
sunnexchina.en,https://sunnexchina.en.alibaba.com/contactinfo.html,SUNNEX PRODUCTS LIMITED,"","20/f， Sunbeam Plaza， 1155 Canton Road， Kl， Hong Kong S.A.R.",Hong Kong S.A.R.,"",Hong Kong,"","518081",Mr. Alan Zhang,"10000","24",Manufacturer,"8",广东省,深圳市,盐田区,,,,家居家装
aliggstest08.trustpass,https://aliggstest08.trustpass.alibaba.com/contactinfo.html,alibaba market team,"","3rd street， tokyo， Gujarat， India",Vietnam,"",City,"","",Mr. Bbbbbbjjjjjjjbbnbbbcddfhhjbbvvvvbbbbnnjnnnnnnnnnnnbbhbbbvccvhhhb marketgvbbbbbbbbbbbfffftregv,"","",Manufacturer， Distributor\/Wholesaler， Business Service (Transportation， finance， travel， Ads， etc),"14","","","",,,,工业耗材
nccb.en,https://nccb.en.alibaba.com/contactinfo.html,Zhejiang Xinmeilai Jewelry Co.， Ltd.,浙江新美莱饰品有限公司,No. 707， Chouzhou North Road， Jinhua， Zhejiang， China,China,"",yiwu,"","322000",Mr. Bruce Cheng,"90000","187",Manufacturer， Trading Company,"5",浙江省,金华市,兰溪市,4,服饰鞋包,4,工艺美术
chinafeelwarm.en,https://chinafeelwarm.en.alibaba.com/contactinfo.html,Foshan Fengqing Technology Co.， Ltd.,"",Floor 2-3， No. 1， Gongmao 5th Road， Shangbai Yuanwutou Ind. Zone， Luocun， Shishan Town， Foshan， Guan,China,"",Foshan,"","",Mr. Stephen Liang,"10000","9",Manufacturer， Trading Company,"4","","","",,,,家居家装
neupex.en,https://neupex.en.alibaba.com/contactinfo.html,NEUPEX CO.,"","6f-1， No. 202， Sec. 2， Yanping N. Road， Datong Dist.， Taipei City 103606， Taiwan (r.o.c)， Taiwan， Ch",Taiwan， China,"",Taipei,"","104",Mr. ALEX CO,"20000","3",Manufacturer， Distributor\/Wholesaler,"7","","","",,,,工艺美术
magicalcentury.en,https://magicalcentury.en.alibaba.com/contactinfo.html,Shenzhen Magical Century Electronic Technology Company Limited,深圳市盛琦世纪电子科技有限公司,Floor 2a3， Yushui， Taihua Wutongdao， Shenzhen， Guangdong， China,China,"",shenzhen,"","518100",Mr. Jim shen,"2000","7",Manufacturer,"6",广东省,深圳市,龙岗区,,,,
asiapacificgas.en,https://asiapacificgas.en.alibaba.com/contactinfo.html,ASIA PACIFIC GAS ENTERPRISE COMPANY LIMITED,"",Flat C， 2/f， Block 10， Locwood Court， Kingswood Villas， Tin Shui Wai， Yuen Long， N.t.， Hong Kong S.A,Hong Kong S.A.R.,"",Tin Shui Wai， Yuen Long， N.T.,"","000000",Ms. Shannon Liu,"","",Manufacturer， Trading Company,"5","","","",,,,工艺美术
shiqu888.en,https://shiqu888.en.alibaba.com/contactinfo.html,Yiwu Shiqu Accessories Co.， Ltd.,义乌市拾趣饰品有限公司,Warehouse On The First Floor， No. 2-3， Building 18， Xiawan Area 1， Jiangdong Street， Jinhua， Zhejian,China,"",Yiwu  ,"","322023",Ms. Vicky Liao,"20000","79",Trading Company,"3",浙江省,金华市,义乌市,4,服饰鞋包,4,工艺美术
kai-hing.en,https://kai-hing.en.alibaba.com/contactinfo.html,KAI HING INDUSTRIAL LIMITED,"",Unit 709， 7/f， Houston Centre， 63 Mody Road， Tsim Sha Tsui East， Kowloon， Hong Kong S.A.R.,Hong Kong S.A.R.,"",Hong Kong,"","",Mr. Eric Chan,"","",Manufacturer,"8","","","",,,,玩具娱乐
yong-hang.en,https://yong-hang.en.alibaba.com/contactinfo.html,Guangzhou Yonghang Transmission Belt Co.， Ltd.,广州永航传动带有限公司,Room 402， 403， 404， Building B8， No. 363 West Yushan Road， Shatou Street， Guangzhou， Guangdong， Chin,China,"",Guangzhou,"","511400",Mr. Asher Yang,"180000","236",Trading Company,"5",广东省,广州市,番禺区,9,汽车配件,9,工业耗材
lt1060084880.trustpass,https://lt1060084880.trustpass.alibaba.com/contactinfo.html,Medienos Profesionalai,"",Ventos 8， Mazeikiai， Lithuania,Lithuania,"",Mazeikiai,"","",Mr. Linas Satkunas,"","",Manufacturer,"8","","","",,,,
housewell.en,https://housewell.en.alibaba.com/contactinfo.html,HOUSEWELL ENTERPRISE CO.， LTD.,"",No. 43-1， Dakeng Ln.， Wufeng Dist.， Taiwan， China,Taiwan， China,"",Taichung,"","414",Ms. Cathy Lee,"2000","6",Manufacturer， Trading Company,"14","","","",,,,工业耗材
boorin.en,https://boorin.en.alibaba.com/contactinfo.html,Guangzhou Boorin New Energy Technology Co.， Ltd.,广州市博天新能源科技有限公司,Room 101， No. 16， Beitai Road， Longgui Street， Guangzhou， Guangdong， China,China,"",Guangzhou,"","510440",Ms. Cindy Nong,"1000","5",Manufacturer,"10",广东省,广州市,白云区,,,,汽车配件
sunjoycare.en,https://sunjoycare.en.alibaba.com/contactinfo.html,SUNJOY ENTERPRISES LTD.,"","5f.， No. 63， Lane. 122， Sec. 4， Jen-Ai Rd.， Da An Dist.， Taipei City， Taiwan， Taiwan， China",Taiwan， China,"",Taipei,"","",Mr. Allan Pong,"","",Manufacturer， Trading Company,"1","","","",,,,电脑办公
raysys.en,https://raysys.en.alibaba.com/contactinfo.html,Jinjiang Xiongyi Shoes Plastic Co.， Ltd.,晋江雄溢鞋塑有限公司,"6 Xianghua Road， Xibin Town Industrial Zone， Jinjiang， Fujian， China",China,"",Hong Kong,"","",Mr. Alex Tsoi,"","",Manufacturer， Trading Company,"1",福建省,泉州市,晋江市,,,,服饰鞋包
microjet.en,https://microjet.en.alibaba.com/contactinfo.html,MICROJET TECHNOLOGY CO.， LTD.,"","1/f， No. 6， Rong Gong S. Rd.， Guanyin Industrial Park， Guanyin Hsiang， Taiwan， China",Taiwan， China,"",Taoyuan City,"","32849",Ms. Microjet Technology,"","",Manufacturer,"12","","","",,,,工业耗材
apo-hk.en,https://apo-hk.en.alibaba.com/contactinfo.html,AEI PROTECT-ON SYSTEMS LIMITED,"",Flat B， 4/f， Effort Industrial Building， 2-8 Kung Yip Street， Kwai Chung， N.t.， Hong Kong S.A.R.,Hong Kong S.A.R.,"",Hong Kong,"","",Mr. Patrick Chiu,"10000","19",Manufacturer,"2","","","",,,,电子产品
newnail.en,https://newnail.en.alibaba.com/contactinfo.html,Guangzhou NEWNAIL Cosmetics Co.， Ltd.,广州市新甲业化妆品有限公司,"204， Floor 2， No. 39， West 8th Lane， Jingtai Street， Guangzhou， Guangdong， China",China,"",guangdong,"",baiyun,Ms. rose zhu,"120000","172",Trading Company,"7",广东省,广州市,白云区,,,,美容护理
kaiportmfg.en,https://kaiportmfg.en.alibaba.com/contactinfo.html,KAI PORT OPTICAL MFG CO.， LTD.,"","2/f， No. 168-1， Zhonglun， Anding Dist.， Taiwan， China",Taiwan， China,"",Tainan City,"","74554",Ms. Linda Huang,"","",Manufacturer， Trading Company,"9","","","",,,,健康护理
anchiao.en,https://anchiao.en.alibaba.com/contactinfo.html,An Chaur Molds Co.， Ltd.,"",No. 8-1， Ln. 69， Dapu 2nd St.， Gangshan Dist.， Kaohsiung City 820 ， Taiwan (r.o.c.)， Taiwan， China,Taiwan， China,"",Kaohsiung,"","",Ms. CHAUR AN,"","",Manufacturer， Trading Company,"2","","","",,,,工业耗材
cngaoxing.en,https://cngaoxing.en.alibaba.com/contactinfo.html,TAIZHOU GAOXIN NONWOVENS CO.，LTD,泰州市高新非织造布有限公司,BINJIANG PARK，TAIZHEN ROAD， TAIZHOU， JIANGSU， China,China,"",taizhou ,"","225300",Ms. JUNE SUN,"70000","6",Manufacturer， Trading Company,"5",江苏省,泰州市,泰州医药高新技术产业开发区,4,服饰鞋包,13,手工制作
