"shop_id","url","company","company_cn","company_address","country","province_o","city_o","address","zip","contact_people","sales_money","sales","company_type","keep_time","province","city","county","category_id","category_name","category_id_new","category_name_new"
ecivivp.en,https://ecivivp.en.alibaba.com/contactinfo.html,Shenzhen Woke Technology Co.， Ltd.,深圳市沃刻科技有限公司,Room 1015， Chang'an Building， No. 56， Second Industrial Zone， Houting Community， Shajing Street， Bao,China,"",Shenzhen,"","518125",Ms. Lee Ecivi,"230000","119",Manufacturer， Trading Company,"3",广东省,深圳市,宝安区,16,运动户外,16,健康护理
pfninternational.trustpass,https://pfninternational.trustpass.alibaba.com/contactinfo.html,P F N INTERNATIONAL CO.， LTD.,"","522/4 Lardpral 1， Lardpral Road， Jompol ， Jatujak， Bangkok， Thailand",Thailand,"",Bangkok,"",	10900,Mr. Pakorn Chavasirikulthol,"","",Trading Company， Distributor\/Wholesaler,"7","","","",,,,杂货和美食
sensorswitch.en,https://sensorswitch.en.alibaba.com/contactinfo.html,ONCQUE CORPORATION,"",No. 1， Jingke 3rd.， Nantun Dist.， Taiwan， China,Taiwan， China,"",Taichung,"","408",Ms. OncQue OncQue,"80","1",Manufacturer,"8","","","",,,,电子产品
zyxbicycle.en,https://zyxbicycle.en.alibaba.com/contactinfo.html,Tianjin ZYX Bicycle Co.， Ltd.,"",B2508， Huahai Global Plaza， 199 Xinhua Road， Shijiazhuang， Hebei， China,China,"",Tianjin,"","",Ms. ZYX BICYCLE,"1000","12",Manufacturer， Trading Company,"1","","","",,,,
tangson.en,https://tangson.en.alibaba.com/contactinfo.html,TANGSON DEVELOPMENT CO.， LIMITED,"",Flat A， 7/f， 46 Tung Choi Street， Mong Kok， Kowloon， Hong Kong S.A.R.,Hong Kong S.A.R.,"",TSIM SHA TSUI,"","518054",Mr. Joseph Zhao,"80000","5",Manufacturer， Trading Company,"4",广东省,深圳市,南山区,4,服饰鞋包,4,工业耗材
yishen.en,https://yishen.en.alibaba.com/contactinfo.html,YI SHEN PLASTIC CORP.,"",No. 96， Lane 432， Sec. 3， Lu Ho Rd.， Lu Kang Chen， Taiwan， China,Taiwan， China,"",Changhua Hsien,"","50565",Ms. Walker Wu,"","",Manufacturer,"14","","","",,,,
homemore.en,https://homemore.en.alibaba.com/contactinfo.html,Hunan Jiangyun International Trade Co.， Ltd.,湖南江云国际贸易有限公司,"6 Floor， Changsha Software Park， Yuelu District， Changsha， Hunan， China",China,"",CHANGSHA,"","410300",Ms. Lily Peng,"280000","90",Trading Company,"3",湖南省,长沙市,岳麓区,5,家居家装,5,家居家装
shierlianglight.en,https://shierlianglight.en.alibaba.com/contactinfo.html,Zhongshan Shierliang Lighting Technology Ltd.,中山市视尔亮照明科技有限公司,No. 5， Lane 3， Lefeng Nanlu， Lianfeng， Xiaolan， Zhongshan， Guangdong， China,China,"",Zhongshan ,"","528400",Mr. Jesse Lv,"130000","42",Manufacturer， Trading Company,"5",广东省,中山市,-,3,电子产品,3,家居家装
newbon.en,https://newbon.en.alibaba.com/contactinfo.html,NEWBON INTERNATIONAL LIMITED,"",Unit 2508a 25/f，bank Of America Tower， 12 Harcourt Rd， Hong Kong S.A.R.,Hong Kong S.A.R.,"",BANK OF AMERICA TOWER,"","",Mr. Owen X,"10000","26",Manufacturer， Trading Company， Distributor\/Wholesaler,"1","","","",,,,杂货和美食
chumpower.en,https://chumpower.en.alibaba.com/contactinfo.html,CHUMPOWER MACHINERY CORPORATION,"",No.688-1， Sec.3， Zhong-Shan Rd.， Wuri， Taichung 414， Taiwan， R.o.c.， Taiwan， China,Taiwan， China,"",Taichung County,"","414",Ms. Jane Shao,"100","1",Manufacturer,"3","","","",,,,工业耗材
auspicious-taiwan.en,https://auspicious-taiwan.en.alibaba.com/contactinfo.html,AUSPICIOUS ELECTRICAL ENGINEERING CO.， LTD.,"","1f， No. 66， Wugong 6th Rd.， Wugu District， Taiwan， China",Taiwan， China,"",Taipei,"","242",Mr. Philip Ku,"","",Manufacturer,"13","","","",,,,工业耗材
sinogroup.en,https://sinogroup.en.alibaba.com/contactinfo.html,Guangzhou Sino Group Co.， LTD,广州市欣浪装饰材料有限公司,"608-609， Floor 6， Mingfeng Business Center， Guangzhou， Guangdong， China",China,"",Guangzhou,"","510500",Ms. Joyce Xie,"820000","183",Trading Company,"10",广东省,广州市,白云区,,,,工艺美术
millton.en,https://millton.en.alibaba.com/contactinfo.html,MILLTON INDUSTRIAL LIMITED,"",Rm. 12， 6/f， Block B， Tonic Industrial Centre， Lam Hing Street， Kowloon Bay， Kowloon， Hong Kong S.A.,Hong Kong S.A.R.,"",Kowloon,"","",Ms. Eliza Chan,"","",Manufacturer,"6","","","",,,,
allspec.en,https://allspec.en.alibaba.com/contactinfo.html,ALL SPECTRUM INC.,"",No. 55， Aly. 11， Ln. 32， Gaoqing Rd.， Yangmei Dist.， Taiwan， China,Taiwan， China,"",Taoyuan City,"","32667",Ms. Ellen Ho,"","",Manufacturer， Trading Company， Distributor\/Wholesaler,"14","","","",,,,工业耗材
cn1516925122zcst.en,https://cn1516925122zcst.en.alibaba.com/contactinfo.html,Shandong Auyan New Energy Technology Co.， Ltd.,山东奥扬新能源科技股份有限公司,"489-1 North Outer Ring Road， Weifang， Shandong， China",China,"",WEIFANG,"","262233",Mr. Echo Wong,"","",Manufacturer， Trading Company,"6",山东省,潍坊市,诸城市,5,家居家装,5,工业耗材
pristinehousehold.en,https://pristinehousehold.en.alibaba.com/contactinfo.html,HUEI TYNG ENTERPRISE CO.， LTD.,"","13/f-1 & 14/f， No. 598， Sec. 2， Wenxin Rd.， Taiwan， China",Taiwan， China,"",Taichung,"","407",Ms. Crystal Lee,"60000","3",Manufacturer， Trading Company,"15","","","",,,,家居家装
xinpu0595.en,https://xinpu0595.en.alibaba.com/contactinfo.html,Quanzhou Xinpu Trading Co.， Ltd.,泉州鑫普商贸有限公司,Haoxin Food Market A16-213， Zhangjing Community， Luoshan Street， Quanzhou， Fujian， China,China,"",FuJian,"","362200",Ms. Sarah Huang,"80000","136",Trading Company,"2",福建省,泉州市,晋江市,4,服饰鞋包,4,手工制作
sevile.trustpass,https://sevile.trustpass.alibaba.com/contactinfo.html,Spletni planet， trgovine in storitve， d.o.o.,"",Ankaranska 7 B， Koper， Slovenia,Slovenia,"",Koper,"","6000",Mr. Leo Doncic,"","",Trading Company,"10","","","",,,,园艺用品
abeco.en,https://abeco.en.alibaba.com/contactinfo.html,ABECO ELECTRONIC CO.， LTD.,"",No. 88-8， Kaixuan Rd.， Fengshan Dist.， Taiwan， China,Taiwan， China,"",Kaohsiung,"","830",Ms. Karen Chen,"2000","3",Manufacturer， Trading Company， Agent,"8","","","",,,,玩具娱乐
derlin.en,https://derlin.en.alibaba.com/contactinfo.html,DERLIN ZIPPER CO.，,"",Room 07-08， 10/f， Cheung Tat Centre， 18 Cheung Lee Street， Chai Wan， Hong Kong S.A.R.,Hong Kong S.A.R.,"",Hong Kong,"","",Ms. ANN CHONG,"","",Manufacturer， Trading Company,"3","","","",,,,工业耗材
id1022640395.trustpass,https://id1022640395.trustpass.alibaba.com/contactinfo.html,PT DAMAI KARYA ABADI,"",Jl Raya Boulevard， Jakarta， Jakarta Raya， Indonesia,Indonesia,"",Jakarta,"","14240","","","",Trading Company,"10","","","",,,,杂货和美食
anytester.en,https://anytester.en.alibaba.com/contactinfo.html,Anytester (hefei) Co.， Ltd.,合肥会测科技有限公司,Jinzhai South Road And Yungu Road Intersection Jinyun International， Hefei， Anhui， China,China,"",Hefei,"","",Mr. Eric Qin,"30000","14",Manufacturer， Trading Company,"7",安徽省,合肥市,肥西县,9,汽车配件,9,工业耗材
sg100263947.fm,https://sg100263947.fm.alibaba.com/contactinfo.html,HL ENTERPRISE PTE. LTD.,"","5000， Ang Mo Kio Ave 5， Shanghai， China",Singapore,"",Singapore,"","569870",Mr. Kelvin Lee,"","","","","","","",,,,杂货和美食
lipson-tw.en,https://lipson-tw.en.alibaba.com/contactinfo.html,LIPSON ENTERPRISE CO.， LTD.,"","1/f， No. 149， Tonghua St.， Taiwan， China",Taiwan， China,"",Kaohsiung,"","807",Mr. Kent Liu,"7000","17",Manufacturer,"14","","","",,,,工业耗材
eglabs.trustpass,https://eglabs.trustpass.alibaba.com/contactinfo.html,EDWARD GAUNT COSMETIC LABORATORIES LTD,"","23th Adom st.， Kanot industrial area.， Kanot industrial area， Israel",Israel,"",Kanot,"","7982500",Ms. Elena Ryabinsky,"","",Manufacturer,"17","","","",,,,
tr102347486.trustpass,https://tr102347486.trustpass.alibaba.com/contactinfo.html,YILDIZ PUL OTOMOTIV MOTOR PARCALARI SANAYI ANONIM SIRKETI,"",Fevzi Cakmak Mahallesi 10727. Sokak No:30-32， KONYA， Turkey,Turkey,"",Konya,"","42050","","","",Manufacturer， Trading Company,"3","","","",,,,汽车配件
sarkarexports.trustpass,https://sarkarexports.trustpass.alibaba.com/contactinfo.html,SARKAR EXPORTS,"",bazar hasnabad， Narsngdi， Bangladesh,Bangladesh,"",Narsingdi,"","1631",Mr. Md Riam Sorkar,"","",Manufacturer， Buying Office,"4","","","",,,,服饰鞋包
guang-jia.en,https://guang-jia.en.alibaba.com/contactinfo.html,GUANG JIA WOOD CO.， LTD.,"",No. 36， Xiaolian Rd.， Hemei Township， Changhua County， Taiwan， China,Taiwan， China,"",CHANGHUA Country,"","508",Mr. John Huang,"","",Manufacturer,"12","","","",,,,
curtaintw.en,https://curtaintw.en.alibaba.com/contactinfo.html,Curtain Industrial Co.， Ltd.,"",No. 269-8， Xuguang Rd.， Changhua， Taiwan， China,Taiwan， China,"",Changhua city,"","",Ms. Curtain Industrial,"10000","8",Manufacturer， Trading Company,"3","","","",,,,工艺美术
pl1143922453aiva.trustpass,https://pl1143922453aiva.trustpass.alibaba.com/contactinfo.html,Polska Fabryka Wodek Old Distillery sp. z o.o.,"",Chmielna 8/1， Poznan， Poland,Poland,"",Poznan,"","61-464",Mr. Karolina Rozmus,"","",Manufacturer， Buying Office， Distributor\/Wholesaler,"8","","","",,,,杂货和美食
boyee.en,https://boyee.en.alibaba.com/contactinfo.html,Yiwu Boyi Import And Export Co.， Ltd.,"",Zongtang 2nd District， Jiangdong Street， Jinghua， Zhejiang， China,China,"",zhejiang,"","322001",Ms. Crystal zhao,"10000","62",Trading Company,"4",浙江省,金华市,义乌市,,,,服饰鞋包
jinbeilun.en,https://jinbeilun.en.alibaba.com/contactinfo.html,Shantou Jinbeilun Clothing Co.， Ltd.,汕头市金贝纶服饰有限公司,"4 / F， North Block， F2 Building， Longhu Industrial Zone， No. 48 Huashan Road， Shantou， Guangdong， Ch",China,"",shantou ,"","515000",Mr. Jason Lee,"800","11",Manufacturer， Trading Company,"2",广东省,汕头市,龙湖区,2,电脑办公,2,服饰鞋包
police.trustpass,https://police.trustpass.alibaba.com/contactinfo.html,COMPASS INDUSTRIAL SYSTEMS PTE LTD,"",Level 30， Six Battery Road， Singapore,Singapore,"",Singapore ,"","349565",Mr. Hippo Wang,"","",Manufacturer， Agent， Distributor\/Wholesaler,"10","","","",,,,服饰鞋包
lianxingxb.en,https://lianxingxb.en.alibaba.com/contactinfo.html,Dongguan United And Thriving Co.， Ltd.,东莞市联兴箱包配件有限公司,Building 1， 227 Lilang Road， Qiaotou Town， Dongguan， Guandong， China,China,"",DONGGUAN,"","523520",Mr. lei Bruce,"","","","",广东省,东莞市,-,,,,工业耗材
wellbank.trustpass,https://wellbank.trustpass.alibaba.com/contactinfo.html,WELLBANK GLOBAL PRIVATE LIMITED,"","18 Kaki Bukit Road 3# 02-05， Entrepreneur Business Centre， Singapore",Singapore,"",Singapore,"","415978",Mr. James Lim,"","",Manufacturer， Distributor\/Wholesaler,"13","","","",,,,汽车配件
keenocean.en,https://keenocean.en.alibaba.com/contactinfo.html,KEEN OCEAN INDUSTRIAL LIMITED,"",Room 3405， 34/f， Cable Tv Tower， 9 Hoi Shing Road， Tsuen Wan， N.t.， Hong Kong.， Hong Kong S.A.R.,Hong Kong S.A.R.,"",Hong Kong,"","",Mr. Maxwell Chan,"","",Manufacturer,"2","","","",,,,工业耗材
ts-cutting.en,https://ts-cutting.en.alibaba.com/contactinfo.html,LIN TONG SHENG CUTTING TOOLS CO.， LTD.,"",No. 112， Zhunan Rd.， Renwu Dist.， Taiwan， China,Taiwan， China,"",Kaohsiung City,"","81448",Ms. Tong Sheng Lin,"","",Manufacturer， Trading Company,"13","","","",,,,
jerchia.en,https://jerchia.en.alibaba.com/contactinfo.html,JER CHIA INTERNATIONAL CO.， LTD.,"",No. 33-9， Kouhsin Rd.， Peichuang Village， Shenkang Dist.， Taiwan， China,Taiwan， China,"",Taichiung City,"","429",Ms. Claire Wu,"50000","3",Manufacturer,"4","","","",,,,家居家装
happythings.en,https://happythings.en.alibaba.com/contactinfo.html,HAPPYTHINGS DESIGN & ENGINEERING LIMITED,"",Unit 1101， 11/f， Tower 1， Cheung Sha Wan Plaza， 833 Cheung Sha Wan Rd.， Lai Chi Kok， Kowloon， Hong K,Hong Kong S.A.R.,"",Hong Kong ,"","",Mr. Ken Wong,"10000","35",Manufacturer,"7","","","",,,,玩具娱乐
imarch.en,https://imarch.en.alibaba.com/contactinfo.html,IMARCH WATCH & CLOCK COMPANY LIMITED,"",Rm. 503， 5/f， Block 3， Nan Fung Industrial City， 18 Tin Hau Road， Tuen Mun， N.t.， Hong Kong S.A.R.,Hong Kong S.A.R.,"",Hong Kong,"","852",Ms. Rita Qing,"9000","11",Manufacturer， Trading Company,"10","","","",,,,家居家装
cnyouko.en,https://cnyouko.en.alibaba.com/contactinfo.html,Xiamen Goldencircle Industrial Co.，Ltd.,厦门宇柯实业有限公司,No. 101， Huizuo Rd.， Xinyang Ind. Zone， Xiamen， Fujian， China,China,"",Xiamen,"","",Ms. Amanda Xie,"470000","34",Manufacturer， Trading Company,"2",福建省,厦门市,海沧区,,,,服饰鞋包
botanova.trustpass,https://botanova.trustpass.alibaba.com/contactinfo.html,MIYOSHI OIL & FAT CO.，LTD.,"",Horikiri， 4-66-1，Katsushika-ku， Tokyo， Japan,Japan,"",Katsushika-ku ，Tokyo,"","1248510",Mr. Takao Yamamoto,"","",Manufacturer,"3","","","",,,,杂货和美食
baisenmaoyi.en,https://baisenmaoyi.en.alibaba.com/contactinfo.html,Bai Sen Trading Limited,邯郸市佰森贸易有限公司,Room 812， 8th Floor， Business Building， Main Station Of Passenger Transport Center， No. 2 Yongtong R,China,"",handan,"","",Mr. FuGang Wang,"40","1",Trading Company,"2",河北省,邯郸市,临漳县,,,,健康护理
rockerarm.en,https://rockerarm.en.alibaba.com/contactinfo.html,LU CHOU MACHINE CO.， LTD.,"",No. 7， Gong 9th Rd.， Linkou Dist.， Taiwan， China,Taiwan， China,"",New Taipei city,"","24452",Ms. Shamon Lin,"30000","38",Manufacturer， Trading Company,"7","","","",,,,汽车配件
easecheer.en,https://easecheer.en.alibaba.com/contactinfo.html,EASE CHEER LIMITED,"",Rm1614-15 Nan Fung Commercial Centre， 19 Lam Lok Street， Kowloon Bay， Kowloon， Hong Kong S.A.R.,Hong Kong S.A.R.,"",Kowloon Bay,"","",Ms. Susana Yip,"6000","2",Agent,"1","","","",,,,服饰鞋包
gemcore.en,https://gemcore.en.alibaba.com/contactinfo.html,Gemcore (Shanghai) International Trade Co.， Ltd.,"",Room 1002， Building C， North Building， No. 519， Qifan Road， Shanghai， China,China,"",shanghai,"","",Ms. xiaoqin jiang,"400","1",Trading Company,"4","","","",,,,美容护理
truecolourhk.en,https://truecolourhk.en.alibaba.com/contactinfo.html,TRUE COLOUR DESIGN LIMITED,"",Unit 106， 1/f， Sunbeam Centre， 27 Shing Yip Street， Kwun Tong， Kowloon， Hong Kong S.A.R.,Hong Kong S.A.R.,"", Hong Kong,"","",Ms. Amy Fung,"","",Manufacturer,"1","","","",,,,工业耗材
taichang-tw.en,https://taichang-tw.en.alibaba.com/contactinfo.html,TAI CHANG HARDWARE INDUSTRIAL CO.， LTD.,"","3f-4， No.112， Sec.2， Chung Shan North Road， Taipei， Taiwan， R.o.c.， Taiwan， China",Taiwan， China,"",Taipei,"","",Ms. Blaire Tsai,"2","2",Trading Company,"1","","","",,,,服饰鞋包
todaylogistic.en,https://todaylogistic.en.alibaba.com/contactinfo.html,TODAY INTERNATIONAL LOGISTICS CO.， LIMITED,"",Room 807， 8/F， Tai Tak Ind. Building， 2-12 Kwai Fat Road， Kwai Chung， NT， Hong Kong S.A.R.,Hong Kong S.A.R.,"",Hong Kong,"","",Ms. Jenny Wang,"260000","249",Agent， Business Service (Transportation， finance， travel， Ads， etc)， Other,"9","","","",,,,工业耗材
globalteam.en,https://globalteam.en.alibaba.com/contactinfo.html,GLOBAL TEAM PRODUCTS (HK) LIMITED,"",Flat/rm 706， Asia Trade Centre， 79 Lei Muk Rd.， Kwai Chung， N.t.， Hong Kong S.A.R.,Hong Kong S.A.R.,"",Hong Kong,"","",Mr. Dick Wong,"4000","3",Manufacturer,"18","","","",,,,
moodring.en,https://moodring.en.alibaba.com/contactinfo.html,PHILCHA ENTERPRISE CO.， LTD.,"","1/f， No. 24， Chin Her Rd.， Zhonghe Dist.， Taiwan， China",Taiwan， China,"",Taipei Hsien,"","23585",Ms. Peggy Needham,"","",Manufacturer,"16","","","",,,,
leenol.en,https://leenol.en.alibaba.com/contactinfo.html,Shanghai Leenol Industrial Co.， Ltd.,上海立诺实业有限公司,"106， 107， Tongji Tech Park， Liziyuan， Shanghai， China",China,"",Shanghai,"","201821",Ms. Yachne Liu,"200000","49",Trading Company,"10",上海市,上海市,嘉定区,,,,工业耗材
vinmay.en,https://vinmay.en.alibaba.com/contactinfo.html,Vinmay Printing (HK) Limited,"",Unit C， 4/f， China Insurance Building， No. 48， Cameron Road， Tsim Sha Tsui， Kowloon， Hong Kong S.A.R,Hong Kong S.A.R.,"",Hong Kong,"","",Mr. Gary Gan,"30000","27",Manufacturer,"9","","","",,,,美容护理
nalerry.en,https://nalerry.en.alibaba.com/contactinfo.html,Guangzhou Huati Daiyan Cosmetics Co.， Ltd.,广州华媞黛颜化妆品有限公司,"211 Interesting Creative Community， No. 371， Jianpeng， Helong Street， Guangzhou， Guangdong， China",China,"",guanghzoushi,"","510000",Ms. nalerry long,"1000","8",Manufacturer， Trading Company,"3",广东省,广州市,白云区,,,,美容护理
zpbaihetextile.en,https://zpbaihetextile.en.alibaba.com/contactinfo.html,Zhangpu Baihe Textile Co.， Ltd.,漳浦百合纺织有限公司,<null>-******， Zhangzhou， Fujian， China,China,"",ZHANGPU COUNTY，,"","363299",Ms. Nicole Wang,"5000","21",Manufacturer,"3",福建省,漳州市,漳浦县,5,家居家装,5,家居家装
buderwater.en,https://buderwater.en.alibaba.com/contactinfo.html,BUDER ELECTRIC APPLIANCE CO.， LTD.,"",No. 771， Dongping Rd.， Taiping Dist.， Taiwan， China,Taiwan， China,"",Taichung city,"","411",Ms. Claire Chuang,"6000","13",Manufacturer， Agent， Distributor\/Wholesaler,"12","","","",,,,工业耗材
nicoindustrial.en,https://nicoindustrial.en.alibaba.com/contactinfo.html,NICO INDUSTRIAL CO.,"","1/f， 57 Wo Tai Street， Fanling， N.t.， Hong Kong S.A.R.",Hong Kong S.A.R.,"",Fanling,"","",Mr. Scottie Leung,"","",Manufacturer,"4","","","",,,,运动户外
asiatictw.en,https://asiatictw.en.alibaba.com/contactinfo.html,ASIATIC FIBER CORPORATION,"","11f.， No. 166， Sec. 2， Fuxing S. Rd.， Daan Dist.， Taipei City 106 ， Taiwan， Taiwan， China",Taiwan， China,"",Taoyuan City,"","",Ms. Victoria Hsia,"","",Manufacturer,"3","","","",,,,工业耗材
xiteletoys.en,https://xiteletoys.en.alibaba.com/contactinfo.html,Shantou Chenghai Xitele Toy Factory,汕头市澄海区希特乐玩具厂,Second Floor， No. 13， Qiaoguan Road， East Lake， Fengxiang Street， Shantou， Guangdong， China,China,"",shantou,"","515800",Ms. nikki Xie,"60000","184",Manufacturer， Trading Company,"2",广东省,汕头市,澄海区,9,汽车配件,9,玩具娱乐
shwinfly.en,https://shwinfly.en.alibaba.com/contactinfo.html,Shanghai Winfly Industry Co.， Ltd.,上海艳鹏实业有限公司,Room 306， Building 2， Lane 777， Fuhai Road， Jiading District， Shanghai， China,China,"",Shanghai,"","201821",Ms. Sunny Liu,"30000","50",Manufacturer， Trading Company,"9",上海市,上海市,浦东新区,10,食品冲饮,10,工业耗材
wingsangmetal.en,https://wingsangmetal.en.alibaba.com/contactinfo.html,Wing Sang Metal Manufactory,"",Blk. B， 11/f， Mei Luen Industrial Building， 23-31 Kung Yip St.， Kwai Chung， N.t.， Hong Kong S.A.R.,Hong Kong S.A.R.,"",Hong Kong,"","1234",Ms. WingSang- Grace,"200","2",Manufacturer,"6","","","",,,,服饰鞋包
cnpuluz.en,https://cnpuluz.en.alibaba.com/contactinfo.html,Shenzhen PULUZ Technology Limited.,深圳市创欣者科技有限公司,Room 816， Building 614， Bagualing Industrial Zone， Bagua 2nd Road， Pengsheng Community， Yuanling Str,China,"",shenzhen,"","",Ms. Penny Puluz,"70000","338",Trading Company,"2",广东省,深圳市,福田区,,,,电子产品
yuwah-vr.en,https://yuwah-vr.en.alibaba.com/contactinfo.html,YU WAH (HK) LIMITED,"",Room 13， 27/f， Ho King Commercial Centre， 2-16 Fa Yuen Street， Mongkok， Kowloon， Hong Kong S.A.R.,Hong Kong S.A.R.,"",Hong Kong ,"","852",Mr. Jim Xu,"20000","57",Manufacturer,"9","","","",,,,工业耗材
vtc.en,https://vtc.en.alibaba.com/contactinfo.html,Guangzhou Shengli Jewelry Trading Co.， Ltd.,广州盛利珠宝贸易有限公司,Room 1015， Building B， Xijiao Building， 9 Liuhua Road， Guangzhou， Guangdong， China,China,"",guangzhou,"","",Mr. Ethan Lin,"120000","230",Trading Company,"3",广东省,广州市,荔湾区,4,服饰鞋包,4,服饰鞋包
anhuisanli.en,https://anhuisanli.en.alibaba.com/contactinfo.html,Anhui Sanli Biotechnology Co.， Ltd.,安徽三立生物科技有限公司,No. 11， Xingye Road， Economic And Technological Development Zone， Bengbu， Anhui， China,China,"",bengbu,"","233400",Mr. yang lu,"2000","3",Trading Company,"3",安徽省,蚌埠市,怀远县,,,,健康护理
